genes	cpgs	mean_weight
ENSG00000057294	cg00000289	0.22607432327777707
ENSG00000270469	cg00003298	0.22599898260004672
ENSG00000259883	cg00000948	0.22599435860203024
ENSG00000263089	cg00001510	0.22586464390661667
ENSG00000118972	cg00002597	0.22583451703752874
ENSG00000242041	cg00003091	0.2256665203860169
ENSG00000166391	cg00000924	0.22565199610116163
ENSG00000196167	cg00003091	0.2254538220134926
ENSG00000233540	cg00000769	0.22517296480476356
ENSG00000280159	cg00000734	0.22504663748875411
ENSG00000204113	cg00003513	0.22496102377698665
ENSG00000259883	cg00003305	0.22479356603148629
ENSG00000269416	cg00002236	0.22475382332660324
ENSG00000146083	cg00002809	0.2246004759737236
ENSG00000254465	cg00002837	0.22448773608034048
ENSG00000158486	cg00003305	0.22446789976096837
ENSG00000262950	cg00002531	0.22424957092426145
ENSG00000225275	cg00004055	0.22386616458872366
ENSG00000280159	cg00000721	0.22385570989954973
ENSG00000166368	cg00002531	0.2236835359423546
ENSG00000261789	cg00000924	0.22358810489538095
ENSG00000057294	cg00000957	0.22347061812968963
ENSG00000057294	cg00004055	0.2234339387187302
ENSG00000167700	cg00004072	0.22343040849101506
ENSG00000275265	cg00001874	0.2234052311867661
ENSG00000267108	cg00000721	0.2233536099994068
ENSG00000070087	cg00002406	0.22332338456769962
ENSG00000070087	cg00000363	0.2230830759590381
ENSG00000231105	cg00002837	0.22304158272987964
ENSG00000269416	cg00000924	0.22303252132467213
ENSG00000214062	cg00001854	0.22285367995061403
ENSG00000269148	cg00002145	0.2227407480026845
ENSG00000179833	cg00002837	0.22268336103585554
ENSG00000276644	cg00002449	0.22265871544333446
ENSG00000242268	cg00000363	0.22231080785898147
ENSG00000102174	cg00000905	0.221998816733727
ENSG00000259883	cg00002190	0.22198220515166248
ENSG00000280159	cg00002145	0.22179951966402411
ENSG00000153561	cg00003969	0.22175057617385688
ENSG00000070081	cg00002490	0.2215950109688859
ENSG00000276644	cg00003091	0.22155660713464054
ENSG00000167578	cg00004072	0.22153860379198934
ENSG00000161558	cg00001349	0.2214820600305971
ENSG00000198242	cg00003578	0.22142501290453653
ENSG00000280159	cg00004089	0.22123186860504415
ENSG00000254092	cg00000292	0.22118431221999713
ENSG00000064225	cg00001364	0.22109781526889416
ENSG00000008517	cg00001854	0.22102504177369317
ENSG00000070081	cg00003181	0.22081063251119648
ENSG00000270469	cg00002464	0.22074893585970748
ENSG00000206072	cg00001249	0.22068576907002405
ENSG00000233540	cg00000734	0.2205801165801884
ENSG00000134108	cg00002464	0.22036196794420626
ENSG00000271647	cg00002033	0.22030701955064128
ENSG00000214062	cg00003305	0.22020977481019358
ENSG00000127511	cg00002033	0.2200400578287914
ENSG00000198242	cg00003969	0.21996765081507377
ENSG00000070081	cg00001510	0.2197769800500192
ENSG00000234881	cg00000658	0.21967609433019875
ENSG00000231105	cg00001349	0.21950339571739583
ENSG00000270469	cg00001583	0.21939321916366486
ENSG00000267108	cg00004082	0.21934241374543506
ENSG00000259883	cg00002769	0.21928790144902913
ENSG00000057294	cg00002646	0.2190708597007407
ENSG00000060642	cg00002426	0.21898819906808312
ENSG00000179262	cg00000721	0.218916323223355
ENSG00000196167	cg00000905	0.21891011311304232
ENSG00000161558	cg00002719	0.218906241209418
ENSG00000057294	cg00002426	0.21879036866525717
ENSG00000231981	cg00002808	0.21853423250065718
ENSG00000280159	cg00000957	0.21838268194718866
ENSG00000166368	cg00000029	0.2183491615560885
ENSG00000214198	cg00002646	0.2183015783782075
ENSG00000215246	cg00000236	0.21826918416818364
ENSG00000095587	cg00001510	0.21820449461890581
ENSG00000057294	cg00002490	0.2179479795240954
ENSG00000266261	cg00000289	0.2179106002412536
ENSG00000270469	cg00000734	0.21788349805377086
ENSG00000179262	cg00002490	0.21759426826476239
ENSG00000258630	cg00002808	0.2173104779516987
ENSG00000095587	cg00001874	0.21730551399748166
ENSG00000127511	cg00001510	0.2172878381218005
ENSG00000179262	cg00003298	0.2170217323042601
ENSG00000161558	cg00003305	0.21695466297228297
ENSG00000070087	cg00004089	0.21693910297452432
ENSG00000088179	cg00002531	0.2168055944617795
ENSG00000179833	cg00001261	0.21663923146891265
ENSG00000167578	cg00002597	0.21658247181977544
ENSG00000269416	cg00003287	0.21618738791911155
ENSG00000266644	cg00002591	0.2161004753416992
ENSG00000158486	cg00002809	0.2160223026369089
ENSG00000263089	cg00001364	0.2159961652024043
ENSG00000264438	cg00000769	0.2156339634393681
ENSG00000057294	cg00000714	0.2155937839940241
ENSG00000158486	cg00003994	0.21555926370874337
ENSG00000261789	cg00004082	0.21531253210021364
ENSG00000275265	cg00003513	0.2151552583255398
ENSG00000234900	cg00003578	0.2151002448465171
ENSG00000267108	cg00000734	0.21507595474403976
ENSG00000064601	cg00002145	0.2150484712057139
ENSG00000057294	cg00002597	0.21501274138678897
ENSG00000242268	cg00002837	0.21485068551831868
ENSG00000231105	cg00000948	0.21483776407828348
ENSG00000278923	cg00002190	0.21483051218411522
ENSG00000231981	cg00000714	0.21471154048670124
ENSG00000234900	cg00002646	0.2146897246663523
ENSG00000118972	cg00002449	0.2145647793673936
ENSG00000254131	cg00002406	0.21451847750214367
ENSG00000198242	cg00003287	0.21447211669116706
ENSG00000252628	cg00003529	0.2144400705589106
ENSG00000060642	cg00003345	0.21437479798914524
ENSG00000185105	cg00003529	0.21434502244293818
ENSG00000078237	cg00000658	0.21434020013499366
ENSG00000153561	cg00000714	0.21422290758121829
ENSG00000214062	cg00001261	0.2141920551325153
ENSG00000269416	cg00002646	0.21403561375576108
ENSG00000215246	cg00000769	0.21391713679741395
ENSG00000158486	cg00004055	0.2137755209202757
ENSG00000166391	cg00002145	0.21369697009632768
ENSG00000196167	cg00002769	0.21363467836497863
ENSG00000206072	cg00000165	0.21354437008066038
ENSG00000275479	cg00000658	0.21332590456472797
ENSG00000158486	cg00000029	0.21330605114998666
ENSG00000206072	cg00002930	0.21321793090149554
ENSG00000269416	cg00002490	0.2131665772567243
ENSG00000127511	cg00004082	0.21312006274294135
ENSG00000064601	cg00002426	0.21304474017672614
ENSG00000167768	cg00002930	0.21296189844781444
ENSG00000214198	cg00002236	0.2129115962428387
ENSG00000266261	cg00002033	0.21263837765651958
ENSG00000233540	cg00003091	0.21248912628118102
ENSG00000258630	cg00001809	0.21245975796374136
ENSG00000273055	cg00000905	0.2124414160607906
ENSG00000259883	cg00003287	0.21242355409377423
ENSG00000146083	cg00002224	0.2122174536551762
ENSG00000276644	cg00001809	0.21203867155207337
ENSG00000267108	cg00003305	0.21199016118318478
ENSG00000276644	cg00000658	0.21193627175539423
ENSG00000206072	cg00004067	0.21183059406581214
ENSG00000242041	cg00002449	0.2117824159556522
ENSG00000267108	cg00002490	0.21177322643257454
ENSG00000234881	cg00001854	0.2112838564868733
ENSG00000215246	cg00000957	0.21123822776811516
ENSG00000167768	cg00002116	0.2111686235092265
ENSG00000234943	cg00003513	0.21106068801744168
ENSG00000060642	cg00004072	0.21094769693534346
ENSG00000275265	cg00002593	0.21093755013554752
ENSG00000231981	cg00002531	0.21075790046190868
ENSG00000276644	cg00002808	0.21070723987065562
ENSG00000204113	cg00003994	0.21048649169063616
ENSG00000118972	cg00002531	0.21047869152939516
ENSG00000267108	cg00003578	0.210449524084824
ENSG00000172137	cg00004055	0.21040737888083663
ENSG00000134108	cg00002145	0.2103752980171659
ENSG00000227766	cg00001809	0.21018963577825114
ENSG00000275265	cg00001687	0.2101534390895378
ENSG00000102174	cg00002719	0.21007967811674963
ENSG00000231981	cg00003784	0.21002237192029147
ENSG00000261789	cg00002837	0.20986666151171188
ENSG00000274219	cg00002236	0.20985320440659735
ENSG00000166368	cg00000292	0.20980508892547856
ENSG00000146083	cg00000029	0.20965639843257186
ENSG00000215246	cg00003513	0.20965484291379033
ENSG00000240423	cg00004082	0.20964031419059237
ENSG00000240423	cg00002660	0.20958537674263147
ENSG00000240423	cg00003305	0.20957548299910633
ENSG00000127511	cg00003091	0.2094168973509755
ENSG00000266644	cg00004072	0.2094048462286885
ENSG00000275479	cg00002809	0.20932803305876999
ENSG00000172137	cg00000957	0.2092352566961649
ENSG00000263089	cg00003345	0.2090975908946419
ENSG00000280038	cg00003513	0.20907274256933195
ENSG00000263089	cg00001583	0.20896233264188327
ENSG00000225269	cg00004089	0.2089360039481758
ENSG00000280038	cg00002646	0.20891565815104782
ENSG00000167768	cg00003287	0.20888402704259681
ENSG00000153561	cg00003529	0.20881758509479076
ENSG00000204113	cg00001249	0.20880262293287433
ENSG00000236040	cg00001582	0.20877513383880575
ENSG00000182141	cg00002591	0.20874654029157247
ENSG00000235240	cg00001809	0.20867685622098167
ENSG00000259883	cg00002490	0.20867488680637933
ENSG00000095587	cg00000734	0.20861165136153428
ENSG00000231105	cg00000289	0.20852151687612863
ENSG00000197421	cg00001349	0.20846547395575965
ENSG00000070081	cg00002660	0.2081947815245316
ENSG00000254092	cg00000321	0.2081158656815687
ENSG00000254131	cg00003345	0.20807688073290798
ENSG00000179833	cg00000289	0.20802721567282498
ENSG00000057294	cg00000924	0.207998009418906
ENSG00000146083	cg00001854	0.20795611221672936
ENSG00000172137	cg00000029	0.20782549710747292
ENSG00000167578	cg00001583	0.20779373236892507
ENSG00000261789	cg00001261	0.2075936954447116
ENSG00000134108	cg00001791	0.2074232568001695
ENSG00000158486	cg00003345	0.20723932185735036
ENSG00000214062	cg00000769	0.20675580749337816
ENSG00000234881	cg00003173	0.20672884406238615
ENSG00000266644	cg00000321	0.2066682761496453
ENSG00000127511	cg00003578	0.2065629020197202
ENSG00000118972	cg00002145	0.20653711551722564
ENSG00000234900	cg00003529	0.20636642763906865
ENSG00000102174	cg00002426	0.20634518665876608
ENSG00000196167	cg00002591	0.2061862600213522
ENSG00000146083	cg00001510	0.20614813494490805
ENSG00000182141	cg00001747	0.20600635904559275
ENSG00000196167	cg00000289	0.2058223522524604
ENSG00000078237	cg00002406	0.2057099123935698
ENSG00000008517	cg00003578	0.20568289579482513
ENSG00000146083	cg00002449	0.20558184671897708
ENSG00000196167	cg00003173	0.20521424130770258
ENSG00000134108	cg00001687	0.2051427608865067
ENSG00000275479	cg00002597	0.20511123698439868
ENSG00000095587	cg00002593	0.20506895277659334
ENSG00000262950	cg00000734	0.2049332519375188
ENSG00000234943	cg00002719	0.20490086722397471
ENSG00000095587	cg00001446	0.20489751448324175
ENSG00000166007	cg00000165	0.20475830235280443
ENSG00000204113	cg00002236	0.20474093710989397
ENSG00000263089	cg00003305	0.2047247744392998
ENSG00000269416	cg00002145	0.20461806349666115
ENSG00000258630	cg00001249	0.20447566990171973
ENSG00000214062	cg00001874	0.20434831652399832
ENSG00000167768	cg00000957	0.20431946210461058
ENSG00000227766	cg00003529	0.20416331734270168
ENSG00000008517	cg00003287	0.20400834339669474
ENSG00000214062	cg00003578	0.2040038641122931
ENSG00000167768	cg00004072	0.2038782239726807
ENSG00000167578	cg00003305	0.20382683454082565
ENSG00000008517	cg00002930	0.2033360282300807
ENSG00000233540	cg00002426	0.20326084653701204
ENSG00000118972	cg00000236	0.20325706517967604
ENSG00000214198	cg00001446	0.2032220041195247
ENSG00000220993	cg00002531	0.20321667942413404
ENSG00000206072	cg00004072	0.20292874041202544
ENSG00000197421	cg00004055	0.2028872005087485
ENSG00000215246	cg00000321	0.2024433894217034
ENSG00000266261	cg00001747	0.20236637785452335
ENSG00000270469	cg00000769	0.20218644728532834
ENSG00000269416	cg00001583	0.2020004064610038
ENSG00000231105	cg00002591	0.20198295385571963
ENSG00000236040	cg00004072	0.20197500748549432
ENSG00000134108	cg00001245	0.20177443412009988
ENSG00000227766	cg00000029	0.20171936756647865
ENSG00000270112	cg00002719	0.20156615055625818
ENSG00000266261	cg00003173	0.20154525089060926
ENSG00000215246	cg00002591	0.20144939985176039
ENSG00000264104	cg00001261	0.20094286884712484
ENSG00000088179	cg00001349	0.20088257956436925
ENSG00000179262	cg00003287	0.20080005704509485
ENSG00000196167	cg00003529	0.20065700281278698
ENSG00000166391	cg00002719	0.200204209379271
ENSG00000266644	cg00002190	0.20009189112558692
ENSG00000153561	cg00003513	0.19999185173834047
ENSG00000270112	cg00002033	0.19994086201367756
ENSG00000262950	cg00002646	0.1998539744462581
ENSG00000214062	cg00001582	0.19980271387971263
ENSG00000057294	cg00002190	0.19974964721197452
ENSG00000179833	cg00002809	0.1996509166384094
ENSG00000127511	cg00004089	0.19961541050506126
ENSG00000153561	cg00000721	0.19951838685802334
ENSG00000134108	cg00002837	0.19949640042478392
ENSG00000102174	cg00000165	0.1994576889558343
ENSG00000088179	cg00001791	0.19938966169760683
ENSG00000197421	cg00002597	0.19937800589126656
ENSG00000146083	cg00000292	0.19918653786363774
ENSG00000266644	cg00001854	0.19914104852391143
ENSG00000153561	cg00002837	0.19902725403512697
ENSG00000252628	cg00003345	0.19890095627438428
ENSG00000267108	cg00002719	0.19885594449805807
ENSG00000254092	cg00003529	0.19873810014260465
ENSG00000266644	cg00003625	0.19857983055486805
ENSG00000185105	cg00002591	0.19852404935460896
ENSG00000206072	cg00002531	0.19844222603869335
ENSG00000214062	cg00004067	0.19794206757119906
ENSG00000270469	cg00003529	0.1979096118620005
ENSG00000185105	cg00004067	0.19746570932852534
ENSG00000242041	cg00000289	0.19742430679912096
ENSG00000198242	cg00003091	0.1972537574569211
ENSG00000278099	cg00001687	0.1971313477240497
ENSG00000240423	cg00004072	0.1970673738801634
ENSG00000182141	cg00002406	0.196989404520496
ENSG00000206072	cg00002406	0.19691840999926905
ENSG00000258630	cg00001364	0.19690400921359608
ENSG00000197421	cg00003625	0.19679285795446763
ENSG00000008517	cg00001446	0.19665447820192386
ENSG00000255420	cg00002490	0.19663466960366346
ENSG00000207000	cg00003578	0.19661155049706125
ENSG00000070081	cg00000292	0.19658171538204647
ENSG00000278099	cg00001854	0.1964809881392343
ENSG00000276644	cg00002810	0.1963405458350872
ENSG00000057294	cg00002660	0.19631823704960352
ENSG00000254131	cg00000029	0.19624128747063177
ENSG00000182141	cg00002464	0.1958086413839314
ENSG00000204113	cg00002769	0.1958063713832505
ENSG00000161558	cg00003529	0.1958022733538474
ENSG00000240423	cg00002769	0.19578201672472217
ENSG00000078237	cg00003298	0.19577427750755497
ENSG00000172137	cg00002449	0.1956888562705468
ENSG00000182141	cg00002597	0.19566840694725032
ENSG00000231105	cg00001364	0.19537222968965062
ENSG00000259883	cg00002145	0.19525474859043265
ENSG00000095587	cg00003091	0.19519839139403214
ENSG00000095587	cg00003513	0.1951730009395669
ENSG00000127511	cg00001261	0.19491555189814921
ENSG00000088179	cg00002808	0.19475579127696696
ENSG00000276644	cg00002593	0.19474544841996802
ENSG00000280159	cg00001446	0.19472465345927703
ENSG00000179833	cg00000029	0.1944576322780114
ENSG00000179262	cg00003091	0.19442065314861703
ENSG00000118972	cg00001582	0.19412714772951867
ENSG00000240423	cg00002236	0.19405556201390786
ENSG00000182141	cg00003202	0.1938977220708825
ENSG00000269148	cg00003578	0.1937442509266776
ENSG00000275265	cg00002490	0.19370396819949978
ENSG00000270112	cg00004067	0.19363537157489752
ENSG00000095587	cg00004055	0.1936178220570365
ENSG00000167768	cg00000622	0.19360471623142006
ENSG00000172137	cg00000924	0.19353203721638332
ENSG00000270469	cg00001446	0.19349332184060677
ENSG00000263089	cg00004089	0.19330943213072238
ENSG00000271616	cg00004089	0.1932324798314442
ENSG00000102174	cg00001583	0.19319916436457263
ENSG00000161558	cg00001687	0.19317309834680232
ENSG00000258630	cg00000029	0.1930724219083123
ENSG00000008517	cg00001809	0.19300538458466987
ENSG00000215246	cg00002426	0.19281925126123736
ENSG00000172137	cg00000292	0.19271934255387427
ENSG00000070081	cg00001349	0.19264856617353812
ENSG00000273406	cg00000905	0.19258826464298265
ENSG00000185105	cg00003181	0.19253416205430854
ENSG00000271647	cg00004055	0.19253208120417464
ENSG00000266261	cg00000363	0.1924114229541618
ENSG00000206072	cg00000714	0.19234257741328198
ENSG00000215246	cg00000658	0.1923208890128892
ENSG00000266261	cg00003513	0.19221709500805176
ENSG00000118972	cg00001364	0.19217894928618218
ENSG00000252628	cg00000905	0.19208390960841407
ENSG00000267108	cg00001261	0.19206181248589305
ENSG00000102174	cg00003529	0.19199196987430966
ENSG00000278923	cg00001583	0.19171526310948192
ENSG00000146083	cg00000957	0.19161963400197135
ENSG00000204113	cg00002597	0.19155162880105783
ENSG00000064225	cg00002426	0.19143245701322312
ENSG00000275265	cg00002145	0.19132008265046882
ENSG00000207000	cg00002660	0.1912436773780962
ENSG00000233540	cg00003305	0.19108993544295338
ENSG00000236040	cg00003091	0.19100189070413884
ENSG00000270112	cg00001446	0.19095960534197287
ENSG00000254131	cg00002719	0.1907351993363978
ENSG00000234943	cg00000658	0.19064565969271133
ENSG00000008517	cg00000165	0.19064053730644762
ENSG00000179262	cg00002145	0.19053901581200897
ENSG00000197421	cg00003287	0.19050376554767035
ENSG00000166368	cg00001510	0.1904695601334526
ENSG00000102174	cg00000292	0.19046864248712334
ENSG00000095587	cg00003994	0.19043757898870703
ENSG00000240423	cg00001446	0.19032469164165886
ENSG00000266261	cg00002660	0.1903011618442877
ENSG00000271647	cg00001245	0.19021630364509431
ENSG00000102174	cg00002464	0.19021406832119392
ENSG00000263089	cg00002719	0.19017830881219785
ENSG00000254092	cg00001364	0.19012542432354143
ENSG00000088179	cg00000734	0.19004075403757495
ENSG00000078237	cg00001446	0.19003454836274114
ENSG00000172137	cg00002660	0.1899503876715097
ENSG00000233540	cg00003994	0.1898991648025138
ENSG00000196167	cg00002464	0.18961664819069868
ENSG00000127511	cg00000165	0.1894992356913324
ENSG00000198242	cg00002810	0.18947018514917757
ENSG00000273406	cg00000948	0.1894442417693741
ENSG00000234943	cg00001245	0.18932920155102465
ENSG00000231981	cg00003287	0.1892399139669169
ENSG00000231105	cg00000165	0.18923647165524696
ENSG00000166634	cg00001249	0.1892270021869524
ENSG00000206072	cg00000924	0.18917947080145983
ENSG00000231981	cg00000236	0.18916713041436897
ENSG00000161558	cg00002426	0.18915988628975502
ENSG00000215246	cg00001687	0.18908469962543048
ENSG00000127511	cg00002660	0.1889089278562011
ENSG00000270112	cg00003529	0.18885167973611297
ENSG00000234943	cg00002660	0.188603460832513
ENSG00000153561	cg00000321	0.18854106258445602
ENSG00000185105	cg00002593	0.18849563675171732
ENSG00000254131	cg00003969	0.18842168848381782
ENSG00000158486	cg00002930	0.18841328320681705
ENSG00000166368	cg00000714	0.18821206206969218
ENSG00000254092	cg00003578	0.18814596671687125
ENSG00000182141	cg00003305	0.18813462374499548
ENSG00000134108	cg00003173	0.18811887592838247
ENSG00000060642	cg00003091	0.1880734538481653
ENSG00000153561	cg00002490	0.18807242361680376
ENSG00000266644	cg00000957	0.18790080604536527
ENSG00000236040	cg00002719	0.18780607394644708
ENSG00000230100	cg00000905	0.18776937687498066
ENSG00000280159	cg00002190	0.18768246611575323
ENSG00000254131	cg00002145	0.18761699317438552
ENSG00000146083	cg00002236	0.18760674610454364
ENSG00000118972	cg00001809	0.18748731173549407
ENSG00000064601	cg00001364	0.1874716558645292
ENSG00000259883	cg00000165	0.1872669524094732
ENSG00000258630	cg00001582	0.18715844247565272
ENSG00000266261	cg00001510	0.18710931916256449
ENSG00000206072	cg00000292	0.1870156698817255
ENSG00000167768	cg00003625	0.18700324273490274
ENSG00000161558	cg00000165	0.1869667054346927
ENSG00000070087	cg00002490	0.18696560486550162
ENSG00000166391	cg00000029	0.18687989691896492
ENSG00000179262	cg00003305	0.18683701145022405
ENSG00000231105	cg00004089	0.1867911338874102
ENSG00000267108	cg00001747	0.18671184741977873
ENSG00000254092	cg00003994	0.18643834263270265
ENSG00000070087	cg00001791	0.18643074040746152
ENSG00000179833	cg00000363	0.18635985284197573
ENSG00000270112	cg00002591	0.18631905631873025
ENSG00000102174	cg00001874	0.18630725608281787
ENSG00000233540	cg00000957	0.18602458117142798
ENSG00000276644	cg00003287	0.18594267535525696
ENSG00000267108	cg00002810	0.18588730323988348
ENSG00000266261	cg00002145	0.1858742586171446
ENSG00000233540	cg00001261	0.18565307813693033
ENSG00000215246	cg00000721	0.18560630709809778
ENSG00000127511	cg00002597	0.18536838912308004
ENSG00000182141	cg00003345	0.1853650625872677
ENSG00000259883	cg00003181	0.18534870307071874
ENSG00000254131	cg00004067	0.1852763989878351
ENSG00000167768	cg00003513	0.1852080747410766
ENSG00000197421	cg00000292	0.18512025525175177
ENSG00000275479	cg00003784	0.18489051439976137
ENSG00000280159	cg00002930	0.18466568527014252
ENSG00000167700	cg00002930	0.18458085161485316
ENSG00000064225	cg00003529	0.18429186464314684
ENSG00000252628	cg00001747	0.18404323932263053
ENSG00000070081	cg00002593	0.18394694992912142
ENSG00000127511	cg00002490	0.1839160434710941
ENSG00000064225	cg00001446	0.18387934137901277
ENSG00000266644	cg00000289	0.1838103459621587
ENSG00000270469	cg00002646	0.18368290189878264
ENSG00000206072	cg00002464	0.18359452739405782
ENSG00000153561	cg00001349	0.18357673487861514
ENSG00000167700	cg00000948	0.18349872384898705
ENSG00000185105	cg00001364	0.18348860578144863
ENSG00000197421	cg00001874	0.18303294998427733
ENSG00000070087	cg00000029	0.18301247602946832
ENSG00000146083	cg00001261	0.18298633874469084
ENSG00000179833	cg00003181	0.18288407278288218
ENSG00000233540	cg00000363	0.18260251309033512
ENSG00000269148	cg00001809	0.18254645141092718
ENSG00000259883	cg00002719	0.18254048566364975
ENSG00000134108	cg00004089	0.18250269470844335
ENSG00000060642	cg00003625	0.18245690354003039
ENSG00000274219	cg00003994	0.18241091671595933
ENSG00000275265	cg00000622	0.18231775756703492
ENSG00000263089	cg00000924	0.18221473838657562
ENSG00000254092	cg00000236	0.1820704632969162
ENSG00000196167	cg00002646	0.1819524987583495
ENSG00000127511	cg00002719	0.18188673480588477
ENSG00000215246	cg00000363	0.18156954990006394
ENSG00000254465	cg00002593	0.181505067181123
ENSG00000273055	cg00003578	0.18146189600488372
ENSG00000214198	cg00000165	0.18145102689669515
ENSG00000278732	cg00001349	0.1814473665764713
ENSG00000088179	cg00000321	0.18141824138801232
ENSG00000179262	cg00001249	0.18137281690484464
ENSG00000269416	cg00004055	0.18132479204391397
ENSG00000269416	cg00003345	0.18118971053948382
ENSG00000088179	cg00002646	0.1810849688537228
ENSG00000275479	cg00004082	0.180848582240786
ENSG00000227535	cg00000292	0.1807977848027821
ENSG00000258630	cg00001854	0.1807665296606171
ENSG00000064601	cg00002591	0.1806845030388038
ENSG00000078237	cg00003969	0.1804932313495442
ENSG00000214062	cg00000957	0.1802370048015929
ENSG00000231105	cg00003625	0.18018932070494897
ENSG00000146083	cg00000714	0.1800294031519217
ENSG00000270469	cg00003994	0.17992458767263372
ENSG00000127511	cg00002930	0.17982330483764142
ENSG00000227766	cg00000734	0.1798113216975286
ENSG00000182141	cg00003578	0.17973628333164374
ENSG00000254092	cg00000905	0.17912797735504693
ENSG00000275265	cg00001446	0.17906104190969233
ENSG00000275479	cg00003181	0.1789267486803284
ENSG00000167768	cg00002236	0.17882948089766373
ENSG00000254131	cg00000321	0.17872619351858746
ENSG00000225269	cg00002597	0.17844863882576134
ENSG00000207000	cg00002810	0.17825992656891512
ENSG00000269416	cg00001364	0.17816705353679244
ENSG00000179833	cg00002236	0.17810668733426763
ENSG00000234881	cg00002426	0.17799572624631085
ENSG00000206072	cg00002426	0.17797479669224
ENSG00000158486	cg00000721	0.17792297828920736
ENSG00000276644	cg00000292	0.17788346413277845
ENSG00000264104	cg00001510	0.17786900662857016
ENSG00000266644	cg00001349	0.17784332797259209
ENSG00000231105	cg00000658	0.1778432833843071
ENSG00000196167	cg00001446	0.17749671517102047
ENSG00000204113	cg00002426	0.1774713350636865
ENSG00000057294	cg00000769	0.17736944510225872
ENSG00000167768	cg00004067	0.17733979168379113
ENSG00000254131	cg00002224	0.17703402249958747
ENSG00000233540	cg00000658	0.1767266868477114
ENSG00000064601	cg00002449	0.17670599824651054
ENSG00000196167	cg00001809	0.17668193591058942
ENSG00000273055	cg00002449	0.17659209316362848
ENSG00000273055	cg00002810	0.17654009825027772
ENSG00000008517	cg00001583	0.17649612970636275
ENSG00000057294	cg00003784	0.17641238959893182
ENSG00000185105	cg00001791	0.17639487073650262
ENSG00000078237	cg00003994	0.17621422894476899
ENSG00000220993	cg00003513	0.17616399451052644
ENSG00000167768	cg00001349	0.1761400023504902
ENSG00000262950	cg00002591	0.1761369966839157
ENSG00000197421	cg00003173	0.17604515289159994
ENSG00000134108	cg00001510	0.17600081651356025
ENSG00000153561	cg00003287	0.17586785110758943
ENSG00000259883	cg00002660	0.17577912444421695
ENSG00000242268	cg00003091	0.17573417583408824
ENSG00000234881	cg00003784	0.17566865891044517
ENSG00000276644	cg00002597	0.17561983826709684
ENSG00000280159	cg00002769	0.17541344782775292
ENSG00000262950	cg00004082	0.1754119355665991
ENSG00000260900	cg00002145	0.17530356620062018
ENSG00000127511	cg00000292	0.17517888370521248
ENSG00000231105	cg00000363	0.17516594753721307
ENSG00000102174	cg00002116	0.17509193982807525
ENSG00000263089	cg00001791	0.17503616260512192
ENSG00000242041	cg00003578	0.17503181346186028
ENSG00000270469	cg00002930	0.1749752798078116
ENSG00000102174	cg00000734	0.17497025628993512
ENSG00000240423	cg00002033	0.17495662222726197
ENSG00000259883	cg00002449	0.17481934840960933
ENSG00000146083	cg00002597	0.17466692119142577
ENSG00000254092	cg00000948	0.17444205868364712
ENSG00000153561	cg00004072	0.17443480208090378
ENSG00000088179	cg00000721	0.1742547971148417
ENSG00000057294	cg00000734	0.1742488240237934
ENSG00000254092	cg00003513	0.17420221784202905
ENSG00000146083	cg00000769	0.17416792595632336
ENSG00000231105	cg00002719	0.1739665549127393
ENSG00000273055	cg00000029	0.17382547142719731
ENSG00000266261	cg00002449	0.17365694434788062
ENSG00000153561	cg00001245	0.1736067933242711
ENSG00000167768	cg00003529	0.17359376355770642
ENSG00000161558	cg00003625	0.17354971786553827
ENSG00000264104	cg00002236	0.17353483971852154
ENSG00000259883	cg00002033	0.1733168027733658
ENSG00000254131	cg00001809	0.17330656823098722
ENSG00000070081	cg00002224	0.17326889627728026
ENSG00000270112	cg00002593	0.17308192308124462
ENSG00000214198	cg00002719	0.1729475569668423
ENSG00000167700	cg00001446	0.17289358610130487
ENSG00000167768	cg00000658	0.1727995400622976
ENSG00000269416	cg00002809	0.17265236953556243
ENSG00000008517	cg00000321	0.17256779901536687
ENSG00000134108	cg00002593	0.1724299696543218
ENSG00000214198	cg00003513	0.17229537960634392
ENSG00000270469	cg00003784	0.17225672002341372
ENSG00000166368	cg00002646	0.17222334071449333
ENSG00000166391	cg00002591	0.17168034975861024
ENSG00000266644	cg00001245	0.1715927064501034
ENSG00000102174	cg00003202	0.17146493258900183
ENSG00000252628	cg00000658	0.17140015137334563
ENSG00000270469	cg00000948	0.17134124659490327
ENSG00000146083	cg00001364	0.17134003665383787
ENSG00000167768	cg00002490	0.1712481498829681
ENSG00000166391	cg00003994	0.17091202836939112
ENSG00000278099	cg00004055	0.1708843213914509
ENSG00000166391	cg00002490	0.17082132409142767
ENSG00000275265	cg00003969	0.17078713579437996
ENSG00000153561	cg00003345	0.1707789564400466
ENSG00000167700	cg00002593	0.170734970885414
ENSG00000233540	cg00001349	0.17070298589239072
ENSG00000060642	cg00002660	0.17062488277620913
ENSG00000166634	cg00001583	0.17048378771046094
ENSG00000254465	cg00002406	0.17047678970669125
ENSG00000153561	cg00000289	0.1704599752417937
ENSG00000276644	cg00001791	0.17029884734787973
ENSG00000167768	cg00001261	0.1700592673977427
ENSG00000197421	cg00000957	0.17002962603766367
ENSG00000167768	cg00001791	0.17001786849277709
ENSG00000214062	cg00001687	0.1699186828979611
ENSG00000227766	cg00000948	0.16977427057420225
ENSG00000261789	cg00003513	0.1694685755944548
