genes	cpgs	mean_max_frequency_weight
ENSG00000275479	cg00001874	767132.718583565
ENSG00000258630	cg00001364	765466.9579161678
ENSG00000008517	cg00002190	764501.4908031995
ENSG00000233540	cg00000289	764294.2793860666
ENSG00000259883	cg00003578	764058.616030094
ENSG00000264104	cg00003625	763326.7362665415
ENSG00000161558	cg00001809	763131.2054616871
ENSG00000158486	cg00003994	762787.1329512729
ENSG00000008517	cg00003513	762564.3647853703
ENSG00000070087	cg00003091	761497.3657906536
ENSG00000146083	cg00001364	759863.5957241345
ENSG00000153561	cg00003529	758739.5738493932
ENSG00000166391	cg00000029	758371.1131654684
ENSG00000060642	cg00000292	757744.7622111547
ENSG00000214062	cg00001510	755821.4048436747
ENSG00000064225	cg00002426	755542.6849101825
ENSG00000064225	cg00000165	753009.0033976781
ENSG00000070081	cg00003994	751752.7402840971
ENSG00000166007	cg00001245	750876.1834003639
ENSG00000179833	cg00002426	750824.0575755278
ENSG00000270112	cg00001854	750581.6383448626
ENSG00000158486	cg00002224	749515.3193396918
ENSG00000266261	cg00002837	748649.5262839071
ENSG00000227766	cg00000321	748079.2110801184
ENSG00000008517	cg00002930	747813.1048806551
ENSG00000060642	cg00002646	746834.8881866623
ENSG00000197421	cg00000289	745120.897223721
ENSG00000167578	cg00003625	744527.4649146358
ENSG00000078237	cg00002646	744165.4785613763
ENSG00000158486	cg00002808	743668.3446763831
ENSG00000057294	cg00002531	743659.5236307299
ENSG00000196167	cg00003202	741393.1704421724
ENSG00000204113	cg00001874	741098.2561940869
ENSG00000278732	cg00003969	740929.5662864066
ENSG00000158486	cg00003345	740855.3677866685
ENSG00000270469	cg00001245	740438.515762277
ENSG00000057294	cg00004072	738002.499240691
ENSG00000231105	cg00001510	737730.265044858
ENSG00000227766	cg00000292	736533.6080818393
ENSG00000060642	cg00000924	736063.4036155216
ENSG00000259883	cg00002190	734740.9317284535
ENSG00000118972	cg00002490	734692.9841450045
ENSG00000078237	cg00001446	733702.1408292832
ENSG00000266644	cg00001446	733261.8255851078
ENSG00000261789	cg00001261	732991.0055935661
ENSG00000263089	cg00003181	731807.4094100528
ENSG00000167578	cg00000957	731451.6172111811
ENSG00000278732	cg00001510	730815.6014448585
ENSG00000167578	cg00002145	729371.7532665976
ENSG00000102174	cg00002810	729226.2824586107
ENSG00000227766	cg00001510	726702.9829531807
ENSG00000266644	cg00000289	726339.702421444
ENSG00000269416	cg00002449	726103.471245385
ENSG00000230100	cg00000363	725919.4539872773
ENSG00000231105	cg00003202	724543.8276891559
ENSG00000227766	cg00001446	721409.9201578053
ENSG00000153561	cg00001261	721173.9330263071
ENSG00000064601	cg00002591	718712.1551194002
ENSG00000008517	cg00001261	716907.2885944427
ENSG00000231981	cg00003287	716418.1463382198
ENSG00000167578	cg00000948	715753.1848666517
ENSG00000166634	cg00001261	715745.5418072108
ENSG00000263089	cg00003994	713534.6672304661
ENSG00000270469	cg00001364	712123.2286103243
ENSG00000167578	cg00001854	711022.2849322213
ENSG00000227766	cg00000622	707286.9786213078
ENSG00000273406	cg00000236	706972.7157162153
ENSG00000207000	cg00002930	706809.0740551858
ENSG00000266261	cg00001747	706704.2610849757
ENSG00000185105	cg00000236	705242.2161509396
ENSG00000146083	cg00000734	705087.1982368969
ENSG00000271647	cg00000321	704874.4359260502
ENSG00000185105	cg00003994	703534.7266297513
ENSG00000166391	cg00002033	703272.8885420044
ENSG00000266644	cg00000924	703091.2321790392
ENSG00000270469	cg00003345	702353.915038287
ENSG00000182141	cg00003173	702200.2854543958
ENSG00000179262	cg00002531	701352.0363932677
ENSG00000266261	cg00001582	699695.8751605229
ENSG00000153561	cg00000714	699354.3346236628
ENSG00000172137	cg00001364	698464.6509563206
ENSG00000273055	cg00001583	697665.4622306118
ENSG00000179262	cg00001582	697635.4982839555
ENSG00000275265	cg00001809	697098.413994167
ENSG00000161558	cg00002597	696604.5676377679
ENSG00000231105	cg00004072	696230.4484375648
ENSG00000166391	cg00000236	695418.9980752036
ENSG00000269416	cg00002591	695305.3730391967
ENSG00000161558	cg00001874	694371.2617483316
ENSG00000179262	cg00003091	694057.3392679893
ENSG00000064225	cg00002660	693897.1746718864
ENSG00000270469	cg00000769	692638.869494383
ENSG00000231105	cg00002531	692165.4376878672
ENSG00000240423	cg00003181	691888.0259003972
ENSG00000179262	cg00000292	691828.9352647671
ENSG00000275479	cg00002597	691795.3710309332
ENSG00000166391	cg00002593	690070.7801347726
ENSG00000273055	cg00003298	689784.5046946101
ENSG00000231105	cg00002190	688578.7911085625
ENSG00000064601	cg00001854	688512.5276227733
ENSG00000225269	cg00002837	687372.654924967
ENSG00000196167	cg00000321	686813.6983897137
ENSG00000254092	cg00002719	686203.1394077421
ENSG00000215246	cg00002426	685427.790707038
ENSG00000258630	cg00001874	684846.0506882749
ENSG00000070087	cg00002236	684334.2566187626
ENSG00000215246	cg00002808	684046.4927913388
ENSG00000196167	cg00002593	683991.9998038872
ENSG00000266261	cg00000292	683720.4733313769
ENSG00000196167	cg00002145	682705.2230163717
ENSG00000102174	cg00000292	681634.1144858093
ENSG00000262950	cg00000622	680330.2209975587
ENSG00000259883	cg00003181	679890.4030402234
ENSG00000259883	cg00003305	679407.608487206
ENSG00000088179	cg00001510	677747.2218748729
ENSG00000064225	cg00001583	677097.0235634248
ENSG00000182141	cg00000165	675291.1018239703
ENSG00000280159	cg00003345	674947.5721405015
ENSG00000057294	cg00002810	674607.9754935311
ENSG00000206072	cg00001747	674397.5557950333
ENSG00000270469	cg00004072	673835.4402549011
ENSG00000095587	cg00003625	673517.7031856969
ENSG00000196167	cg00003091	672782.1617707723
ENSG00000153561	cg00001791	672500.0509008316
ENSG00000166634	cg00001747	671189.3671489425
ENSG00000214062	cg00000321	670459.5616166231
ENSG00000270112	cg00002591	670003.1375301699
ENSG00000167768	cg00001261	667669.056784133
ENSG00000057294	cg00002236	666572.7943064403
ENSG00000070081	cg00001510	664830.1730427583
ENSG00000064225	cg00001874	664009.903450174
ENSG00000127511	cg00004072	663702.7999758002
ENSG00000270469	cg00001583	663678.1449178559
ENSG00000204113	cg00003091	663314.5601692297
ENSG00000254092	cg00000165	661302.5508376111
ENSG00000266261	cg00002033	660012.2826898668
ENSG00000146083	cg00003305	659842.6517066595
ENSG00000271647	cg00002033	659402.0510108196
ENSG00000167768	cg00002930	658919.9355431106
ENSG00000234943	cg00002426	657495.8260491773
ENSG00000153561	cg00001874	657311.0532779119
ENSG00000204113	cg00001249	656916.2117425087
ENSG00000270112	cg00002719	656085.667263015
ENSG00000254092	cg00003202	655781.8920432209
ENSG00000276644	cg00001854	655158.127319698
ENSG00000269475	cg00000363	654301.811077529
ENSG00000263089	cg00003091	654019.0152048295
ENSG00000197421	cg00000165	652560.3252349282
ENSG00000214062	cg00002224	651735.7656972437
ENSG00000198242	cg00002769	649590.4666355718
ENSG00000278923	cg00001583	649449.5585370376
ENSG00000064225	cg00000924	649380.4538510083
ENSG00000269416	cg00003091	649347.4431566345
ENSG00000262950	cg00001583	648412.7361409507
ENSG00000269416	cg00000289	647331.4450469112
ENSG00000166391	cg00001510	647126.9208285201
ENSG00000259883	cg00002719	644512.0877972645
ENSG00000158486	cg00003091	643960.3328845501
ENSG00000275265	cg00001582	642835.081297088
ENSG00000242268	cg00004072	642445.7432631608
ENSG00000261789	cg00002224	642422.7224844501
ENSG00000070087	cg00002809	641918.3606191815
ENSG00000102174	cg00003298	641846.2995835165
ENSG00000102174	cg00000769	640591.8844827565
ENSG00000269148	cg00001364	640392.6193358707
ENSG00000179262	cg00002236	640215.2548076834
ENSG00000240423	cg00003578	639814.2056830775
ENSG00000254131	cg00000721	639679.2384650243
ENSG00000095587	cg00001249	638669.5136602867
ENSG00000008517	cg00001583	638593.324992221
ENSG00000060642	cg00001510	638181.400005834
ENSG00000008517	cg00003305	637287.8662397641
ENSG00000166634	cg00002591	637200.8831964205
ENSG00000095587	cg00002597	635711.6044034278
ENSG00000127511	cg00001349	635514.5762218137
ENSG00000167700	cg00002593	635316.2223233212
ENSG00000270112	cg00003529	634761.8394671088
ENSG00000233540	cg00001791	634176.6846057391
ENSG00000259883	cg00002593	632676.4163677704
ENSG00000276644	cg00000292	631633.0524931466
ENSG00000233540	cg00002531	630673.0078181608
ENSG00000146083	cg00002190	630294.9644997335
ENSG00000179262	cg00003784	629427.0206503668
ENSG00000102174	cg00002426	629205.5707922693
ENSG00000233540	cg00001687	628269.0975890753
ENSG00000275265	cg00003578	628251.1887365885
ENSG00000266644	cg00002719	627008.2382998702
ENSG00000278732	cg00003345	626759.7509196984
ENSG00000146083	cg00002597	626533.6654314308
ENSG00000254092	cg00000289	626351.1779901274
ENSG00000060642	cg00001687	625380.3776029157
ENSG00000280159	cg00003202	624971.004647973
ENSG00000234900	cg00002145	622011.1629407839
ENSG00000166634	cg00003578	621590.7808923243
ENSG00000214062	cg00002769	621149.4176759714
ENSG00000234900	cg00000734	620703.8413023792
ENSG00000230100	cg00000292	620422.6583935457
ENSG00000266644	cg00003091	618942.8222260848
ENSG00000207000	cg00002810	617768.6139153858
ENSG00000261789	cg00004089	617463.6346947805
ENSG00000267108	cg00000029	617372.6441993115
ENSG00000088179	cg00002406	617335.0168894383
ENSG00000275479	cg00003181	617078.9106330485
ENSG00000276644	cg00002597	616425.2532544731
ENSG00000274458	cg00002593	615677.2736094313
ENSG00000278923	cg00002810	615655.3836056086
ENSG00000266261	cg00002531	614870.1783130798
ENSG00000254092	cg00003513	614834.6091251136
ENSG00000088179	cg00000734	614320.1236987859
ENSG00000266261	cg00002236	613499.1563744458
ENSG00000262950	cg00003784	612734.2664564264
ENSG00000102174	cg00002236	612533.0919153286
ENSG00000197421	cg00002190	612151.7111631762
ENSG00000269148	cg00002464	611765.553469775
ENSG00000236893	cg00002810	609699.013443829
ENSG00000270112	cg00000029	609507.2465775368
ENSG00000057294	cg00003298	609365.8583040757
ENSG00000127511	cg00002597	608659.9328076828
ENSG00000064225	cg00001349	608066.9667605342
ENSG00000234943	cg00003287	607849.3189837812
ENSG00000102174	cg00004055	606981.3251217462
ENSG00000260900	cg00002145	606933.6133805914
ENSG00000204113	cg00000363	606819.0016152167
ENSG00000196167	cg00003173	606737.2742260258
ENSG00000064225	cg00003529	604547.9791532638
ENSG00000270469	cg00003298	604422.5507840627
ENSG00000227766	cg00000924	603516.9367550401
ENSG00000060642	cg00000165	602771.2784278025
ENSG00000266644	cg00002190	601546.8869010998
ENSG00000259883	cg00002033	599433.6821401352
ENSG00000252628	cg00001747	597730.902429732
ENSG00000275265	cg00003784	597124.4226871844
ENSG00000254131	cg00003625	595409.4750223233
ENSG00000161558	cg00002593	594763.5544328021
ENSG00000179833	cg00001687	594330.2832955433
ENSG00000234943	cg00001687	594263.7359286787
ENSG00000206072	cg00002426	593917.244200567
ENSG00000264104	cg00002837	593293.9697670933
ENSG00000134108	cg00002236	592487.3948906101
ENSG00000207000	cg00002426	592237.3448865461
ENSG00000266261	cg00003181	591768.7148105706
ENSG00000215246	cg00003529	591395.9969264977
ENSG00000206072	cg00000924	590047.0681721772
ENSG00000254092	cg00000292	589717.4271804566
ENSG00000146083	cg00002406	588707.2690974136
ENSG00000182141	cg00001245	585966.3075908347
ENSG00000276644	cg00001364	585742.171761458
ENSG00000266261	cg00002145	584011.1376684235
ENSG00000214062	cg00001261	583960.546858781
ENSG00000269148	cg00002426	583902.644221969
ENSG00000276644	cg00001687	583860.1439080096
ENSG00000166634	cg00003305	582763.7266956706
ENSG00000167578	cg00003529	582409.4251076763
ENSG00000166391	cg00003994	582381.2602446999
ENSG00000227535	cg00002837	581953.8021196609
ENSG00000271647	cg00000658	581890.1161241814
ENSG00000266261	cg00002719	581283.7114567914
ENSG00000064225	cg00002810	580728.9724273146
ENSG00000254092	cg00001874	577118.9284506566
ENSG00000185105	cg00001854	576666.5417015248
ENSG00000179262	cg00002837	576426.0760548506
ENSG00000263089	cg00003173	575826.5466990651
ENSG00000161558	cg00000289	574800.0864074617
ENSG00000214062	cg00002660	573344.1163494955
ENSG00000270469	cg00002930	572681.0791262689
ENSG00000273406	cg00001874	571964.3807544288
ENSG00000166007	cg00000165	571912.6349242072
ENSG00000057294	cg00001809	571833.0355226062
ENSG00000088179	cg00000236	571752.906793078
ENSG00000088179	cg00002808	571392.0487852241
ENSG00000267108	cg00002660	571366.6802098274
ENSG00000166368	cg00004072	571329.7416689037
ENSG00000280159	cg00003578	570505.6497275153
ENSG00000088179	cg00000321	567638.6238469718
ENSG00000234943	cg00002116	567096.8515661305
ENSG00000258630	cg00003529	566290.3415370001
ENSG00000134108	cg00004072	566204.6824293608
ENSG00000102174	cg00004089	566179.4472346043
ENSG00000240423	cg00000948	566134.8950615325
ENSG00000158486	cg00001261	566106.4675538309
ENSG00000233540	cg00000236	565981.5740325426
ENSG00000214062	cg00000029	565203.9548391119
ENSG00000179833	cg00003529	565177.1101899304
ENSG00000242268	cg00003994	563604.270797333
ENSG00000214062	cg00003345	562227.4110121371
ENSG00000158486	cg00002719	559884.4449051311
ENSG00000167700	cg00003202	558866.3865524634
ENSG00000070081	cg00002930	558281.9511467366
ENSG00000266261	cg00004067	556741.914040544
ENSG00000234943	cg00001747	556240.058083019
ENSG00000263089	cg00000292	555183.4034769962
ENSG00000167768	cg00003513	554440.1453648017
ENSG00000166391	cg00001854	553328.7612994257
ENSG00000060642	cg00001791	552969.0713739018
ENSG00000134108	cg00000292	551672.4488121539
ENSG00000275265	cg00002464	550103.609830352
ENSG00000118972	cg00004089	549506.0532517341
ENSG00000095587	cg00001874	548587.8970803204
ENSG00000214062	cg00000734	548273.2120617523
ENSG00000127511	cg00002033	548191.6641259714
ENSG00000095587	cg00000957	546771.5690121453
ENSG00000233540	cg00002719	546561.2865934677
ENSG00000127511	cg00003298	546217.5702534895
ENSG00000134108	cg00002116	544026.3935035929
ENSG00000266644	cg00001791	543236.9360596838
ENSG00000064601	cg00000769	542818.5404873353
ENSG00000134108	cg00002145	542614.5542536909
ENSG00000234900	cg00002033	541756.8903119393
ENSG00000214062	cg00001364	540998.5501821153
ENSG00000234900	cg00002646	536833.681449788
ENSG00000231981	cg00003784	536556.100506288
ENSG00000198242	cg00000363	535549.3881141066
ENSG00000146083	cg00003513	535398.584283415
ENSG00000214062	cg00002810	535325.0026898894
ENSG00000263089	cg00002597	535164.4787971666
ENSG00000064225	cg00002033	534968.3087057516
ENSG00000182141	cg00000289	534579.7411140034
ENSG00000230100	cg00003578	532956.2853528141
ENSG00000070087	cg00003287	532730.7020099176
ENSG00000231981	cg00002837	532351.8894362004
ENSG00000127511	cg00003578	532007.454886094
ENSG00000236893	cg00002591	531718.5697635349
ENSG00000196167	cg00001854	531704.9602904979
ENSG00000266261	cg00000714	530566.5627450997
ENSG00000008517	cg00001874	530149.7396682132
ENSG00000266644	cg00000905	529936.2093576156
ENSG00000231981	cg00004055	529749.1498657914
ENSG00000240423	cg00000721	528714.0658270061
ENSG00000095587	cg00003091	528369.1221384483
ENSG00000167700	cg00001245	528131.4942606969
ENSG00000233540	cg00001510	527660.2657157773
ENSG00000267108	cg00001747	527030.3361528257
ENSG00000227766	cg00004072	526909.2071318902
ENSG00000280159	cg00004055	526631.5753220657
ENSG00000252628	cg00003529	523511.6538859353
ENSG00000179833	cg00003181	522856.0116761622
ENSG00000233540	cg00000924	522684.58970836503
ENSG00000214198	cg00003513	521369.8557563474
ENSG00000158486	cg00001249	521121.1972573052
ENSG00000269416	cg00000905	520840.5372001962
ENSG00000167768	cg00000957	520453.69608155894
ENSG00000280159	cg00002145	520188.1221985599
ENSG00000070087	cg00001854	520083.2245518967
ENSG00000095587	cg00001245	519524.54258669086
ENSG00000276644	cg00002930	519084.13257936516
ENSG00000280159	cg00000321	518861.1282138459
ENSG00000161558	cg00001854	517768.6458689275
ENSG00000266261	cg00001809	516688.82873002987
ENSG00000153561	cg00002145	515244.3743399788
ENSG00000214062	cg00003529	515105.1050054864
ENSG00000255420	cg00002837	513492.2723974686
ENSG00000166634	cg00000658	513107.58713650994
ENSG00000166368	cg00003784	512976.5889948866
ENSG00000266644	cg00003578	512194.5809324446
ENSG00000254465	cg00002406	511979.9969321557
ENSG00000233540	cg00000957	511951.41754223185
ENSG00000167578	cg00002769	511944.45953733026
ENSG00000275265	cg00000948	511841.2080625911
ENSG00000064225	cg00002837	510848.25629785215
ENSG00000240423	cg00002837	509296.2793807788
ENSG00000153561	cg00004055	507862.8649501778
ENSG00000153561	cg00003345	507276.965677117
ENSG00000267108	cg00004089	506502.3665263291
ENSG00000261789	cg00000658	503890.850856563
ENSG00000233540	cg00002769	503788.70218553726
ENSG00000060642	cg00001874	502751.6437872014
ENSG00000275265	cg00004067	502358.1106322786
ENSG00000266644	cg00001747	501053.7273649535
ENSG00000167768	cg00002490	500890.46679730376
ENSG00000118972	cg00002449	500522.810540971
ENSG00000227766	cg00002810	500120.6533652445
ENSG00000167700	cg00000289	499196.363288015
ENSG00000197421	cg00003305	498582.30821796646
ENSG00000234943	cg00000948	498124.4435851071
ENSG00000273406	cg00001446	497616.3728897492
ENSG00000197421	cg00000658	496880.258255034
ENSG00000276644	cg00003994	496867.9639863624
ENSG00000167578	cg00000769	495192.11828588834
ENSG00000179833	cg00002597	494099.46434735786
ENSG00000060642	cg00000714	493466.46601690835
ENSG00000273406	cg00000948	492788.6401903143
ENSG00000172137	cg00000292	492703.38358029
ENSG00000275479	cg00001364	492478.78067087685
ENSG00000225275	cg00001583	492392.4217164605
ENSG00000214198	cg00004055	492006.24426249525
ENSG00000161558	cg00002190	491596.2104294076
ENSG00000166634	cg00001583	490628.49957044376
ENSG00000196167	cg00002490	490174.4461535001
ENSG00000267108	cg00001349	489435.0996436812
ENSG00000166634	cg00002116	488865.0367805597
ENSG00000266644	cg00001809	488355.34508965444
ENSG00000167768	cg00001854	487748.7985390707
ENSG00000280159	cg00001583	487029.04281299905
ENSG00000197421	cg00000769	486543.62297303055
ENSG00000276644	cg00003578	485145.59166874096
ENSG00000240423	cg00002769	485077.5229862049
ENSG00000271647	cg00001245	484439.9498764992
ENSG00000206072	cg00002406	483669.0646737131
ENSG00000259883	cg00003625	483246.22714618675
ENSG00000064601	cg00000321	481606.0573760253
ENSG00000264438	cg00003173	481539.71771480504
ENSG00000254131	cg00003513	481312.8153655494
ENSG00000240423	cg00001809	481286.24487081537
ENSG00000259883	cg00001582	480716.5627701585
ENSG00000166634	cg00003181	480695.4312517244
ENSG00000236893	cg00002719	480607.0958269212
ENSG00000060642	cg00002660	480215.55106325296
ENSG00000118972	cg00002837	479957.21024307923
ENSG00000196167	cg00002930	479470.0468325083
ENSG00000225269	cg00001747	476287.9744557252
ENSG00000167768	cg00003625	475830.9358332972
ENSG00000280038	cg00002190	474223.20275400544
ENSG00000166634	cg00003994	473929.02813230956
ENSG00000204113	cg00002597	473595.69477493974
ENSG00000070081	cg00002660	473302.95789773995
ENSG00000263089	cg00001747	473111.8500725708
ENSG00000214198	cg00001583	472523.50943383103
ENSG00000259883	cg00003202	471560.39081365196
ENSG00000227535	cg00003513	471338.3576914576
ENSG00000127511	cg00002769	470832.8570836937
ENSG00000146083	cg00000289	470772.8888107591
ENSG00000234900	cg00002719	470535.90738792234
ENSG00000197421	cg00001809	470062.4118943567
ENSG00000182141	cg00002591	469692.59524520463
ENSG00000214062	cg00001687	468912.12257563625
ENSG00000278099	cg00002490	468837.9329589165
ENSG00000064601	cg00000289	466679.2042196994
ENSG00000266261	cg00002490	464971.7343768063
ENSG00000095587	cg00001582	463995.8719271567
ENSG00000254131	cg00001809	463645.57910499
ENSG00000078237	cg00003345	463640.1262899641
ENSG00000185105	cg00002808	463033.015748736
ENSG00000275479	cg00001687	461238.79178043175
ENSG00000127511	cg00004067	461219.10054932564
ENSG00000278923	cg00000658	460680.52379781316
ENSG00000236893	cg00001583	460667.67258195655
ENSG00000214198	cg00003305	460278.1143719895
ENSG00000254131	cg00002719	459149.95440136356
ENSG00000254465	cg00001874	458884.47861041664
ENSG00000254131	cg00003345	458511.31492300716
ENSG00000134108	cg00001249	458136.34154704714
ENSG00000276644	cg00002190	456663.64813543845
ENSG00000198242	cg00002810	455622.9522638318
ENSG00000102174	cg00002116	454526.776899093
ENSG00000060642	cg00000289	454204.01455896243
ENSG00000254131	cg00002809	453864.7069289484
ENSG00000231105	cg00003625	453860.59983411414
ENSG00000166634	cg00000165	453532.49311434454
ENSG00000204113	cg00003994	452865.529407845
ENSG00000060642	cg00000905	451878.63751042925
ENSG00000070081	cg00000292	451322.85130590555
ENSG00000064601	cg00002190	450053.3149856344
ENSG00000259883	cg00001687	450023.35080705944
ENSG00000088179	cg00002236	449495.7734029455
ENSG00000269148	cg00001687	449088.70728589065
ENSG00000240423	cg00003784	448495.0544707587
ENSG00000270112	cg00000957	447812.5676234341
ENSG00000057294	cg00000236	447184.51115752175
ENSG00000088179	cg00001249	446674.9448823882
ENSG00000214198	cg00003091	446618.23108028027
ENSG00000233540	cg00000714	446375.6301216246
ENSG00000263089	cg00003625	446344.8735524536
ENSG00000146083	cg00002145	446204.0478774202
ENSG00000167578	cg00002406	444344.2727473207
ENSG00000263089	cg00000957	443877.32242596505
ENSG00000078237	cg00002490	443382.8029626665
ENSG00000270112	cg00003202	442985.3230611871
ENSG00000259883	cg00002837	442882.16463877243
ENSG00000167768	cg00000658	442685.5961683017
ENSG00000233540	cg00002426	442526.20158252545
ENSG00000258630	cg00000948	441732.8810798417
ENSG00000270112	cg00001245	440580.494460138
ENSG00000064601	cg00001687	437567.11390481464
ENSG00000276644	cg00002646	437189.61669392214
ENSG00000008517	cg00002145	435485.6998153054
ENSG00000267108	cg00002769	433802.34178057784
ENSG00000262950	cg00002719	432178.0013622594
ENSG00000161558	cg00001582	431981.07212152967
ENSG00000276644	cg00001583	431823.5100893513
ENSG00000158486	cg00000658	431233.648128402
ENSG00000270469	cg00000236	429242.18586728297
ENSG00000179262	cg00001874	429047.529430007
ENSG00000269148	cg00003625	428629.47147452546
ENSG00000242041	cg00004082	428059.89906647993
ENSG00000196167	cg00002810	427220.5938033569
ENSG00000231981	cg00002406	426238.4661202906
ENSG00000236893	cg00002809	426207.03874346736
ENSG00000185105	cg00002837	425314.240241013
ENSG00000070081	cg00004072	424868.38254644966
ENSG00000270469	cg00003529	422884.26989519846
ENSG00000236893	cg00000734	422151.7023419284
ENSG00000266261	cg00002591	421641.3381570239
ENSG00000233540	cg00001582	420874.8240028023
ENSG00000102174	cg00003345	420608.50051066565
ENSG00000267108	cg00002406	420550.85326088517
ENSG00000214062	cg00000957	420450.7819217453
ENSG00000179262	cg00002464	419483.95566877775
ENSG00000167768	cg00002660	418842.3077494992
ENSG00000166634	cg00004055	418504.25277249946
ENSG00000134108	cg00002490	417094.305578103
ENSG00000259883	cg00002769	416927.6525654384
ENSG00000273842	cg00001349	415083.5276936753
ENSG00000259883	cg00003345	413629.4691340587
ENSG00000134108	cg00002591	413484.67896150844
ENSG00000179262	cg00003287	412998.37265163526
ENSG00000197421	cg00003625	411944.5716831579
ENSG00000242041	cg00000734	410352.4298645035
ENSG00000230100	cg00000165	408111.7172936854
ENSG00000269416	cg00004055	407123.8412971362
ENSG00000088179	cg00002145	406017.0400255794
ENSG00000215246	cg00003784	405319.0951931997
ENSG00000197421	cg00001582	404415.87983775605
ENSG00000167578	cg00003345	402539.3183883535
ENSG00000167768	cg00003173	402094.8523643349
ENSG00000227766	cg00000721	397746.6231370205
ENSG00000153561	cg00000321	396106.6145530844
ENSG00000078237	cg00003305	395320.12291705364
ENSG00000185105	cg00002236	395038.03833922767
ENSG00000233540	cg00000363	394609.22808313824
ENSG00000234881	cg00002426	393916.05195899203
ENSG00000270469	cg00001349	393145.300062843
ENSG00000182141	cg00001249	391827.19193107577
ENSG00000234900	cg00000957	391573.9496954384
ENSG00000254131	cg00001791	390065.15829745494
ENSG00000070087	cg00002033	389891.4480256445
ENSG00000234900	cg00004089	389136.580889512
ENSG00000236040	cg00002190	388956.6658108354
ENSG00000266261	cg00002406	388640.2000262637
ENSG00000271647	cg00000165	388557.0811289504
ENSG00000266261	cg00003784	387810.1443470609
ENSG00000263089	cg00001874	387049.75642477954
ENSG00000275479	cg00002810	386145.671082701
ENSG00000167768	cg00002224	384994.05370216514
ENSG00000233540	cg00002930	384908.0549590617
ENSG00000259883	cg00004055	384212.39778555767
ENSG00000269416	cg00001510	383907.52030624344
ENSG00000070087	cg00002597	383380.5728860899
ENSG00000273055	cg00004055	383162.93827504164
ENSG00000261789	cg00000363	382273.9676420656
ENSG00000204113	cg00000658	381862.9606901662
ENSG00000231981	cg00002224	381175.64344257524
ENSG00000008517	cg00002531	381068.4356874308
ENSG00000166368	cg00002719	380546.13144309074
ENSG00000158486	cg00002591	379846.50915228564
ENSG00000273406	cg00003969	379111.25390655815
ENSG00000206072	cg00000165	378430.1548817606
ENSG00000275265	cg00002406	378068.9411854934
ENSG00000271647	cg00002593	376990.8258843929
ENSG00000231105	cg00002116	376296.4968606535
ENSG00000182141	cg00002719	375816.61294419796
ENSG00000266644	cg00001245	375347.1421267605
ENSG00000146083	cg00002490	375048.33540904074
ENSG00000231105	cg00000321	374417.3398773309
ENSG00000280159	cg00002597	373363.81472517044
ENSG00000153561	cg00000289	371710.3182903459
ENSG00000167700	cg00001364	370965.9235780164
ENSG00000266261	cg00003578	370333.4410285389
ENSG00000182141	cg00002808	370276.71665252914
ENSG00000179833	cg00003994	370237.74103790027
ENSG00000233540	cg00004089	369608.99061702297
ENSG00000254092	cg00002646	369162.38884460373
ENSG00000197421	cg00000957	368884.4843534675
ENSG00000179833	cg00001854	368518.13420353073
ENSG00000240423	cg00001583	368393.49289692764
ENSG00000167700	cg00002145	367504.38699637586
ENSG00000088179	cg00001349	365607.4422569389
ENSG00000230100	cg00002190	364957.36030139856
ENSG00000234900	cg00001245	364372.67931706685
ENSG00000234881	cg00002810	363885.3703185444
ENSG00000254092	cg00003529	363038.0702193173
ENSG00000270469	cg00003513	362667.52908841404
ENSG00000240423	cg00000289	361968.1396814999
ENSG00000270112	cg00000165	361727.075065488
ENSG00000166634	cg00003784	361262.6032229222
ENSG00000166368	cg00002809	361116.94310247246
ENSG00000064601	cg00002660	360061.95256530505
ENSG00000266261	cg00000734	359732.17841188924
ENSG00000008517	cg00000622	356377.1260727733
ENSG00000214062	cg00003287	356345.31499189185
ENSG00000234900	cg00003578	356223.4137482851
ENSG00000070087	cg00001874	355487.99415273883
ENSG00000166391	cg00003529	351963.1601168978
ENSG00000242268	cg00002930	351950.3249573957
ENSG00000231981	cg00000658	349717.9980249771
ENSG00000167768	cg00002145	349003.4285909315
ENSG00000161558	cg00003969	348952.2369524897
ENSG00000118972	cg00004067	347591.7743192976
ENSG00000269416	cg00001349	347081.5853436068
ENSG00000233540	cg00001747	346525.03867840633
ENSG00000267108	cg00003578	346413.44567688595
ENSG00000167700	cg00002809	346333.8522324201
ENSG00000270112	cg00000236	345325.6247789039
ENSG00000167768	cg00000165	345262.7893408822
ENSG00000088179	cg00002224	344839.7141576916
ENSG00000196167	cg00002769	344167.1354257945
ENSG00000172137	cg00002449	342369.99163250846
ENSG00000240423	cg00000769	342360.17313015787
ENSG00000275265	cg00000957	340510.69782010413
ENSG00000166368	cg00002646	340485.25316227437
ENSG00000254131	cg00001583	339612.52132424206
ENSG00000197421	cg00004089	336433.0310740205
ENSG00000057294	cg00003173	336377.23575612286
ENSG00000225275	cg00002769	336021.5996699638
ENSG00000158486	cg00000236	334821.35667275614
ENSG00000258630	cg00002190	334668.2036646899
ENSG00000118972	cg00001874	333977.1722616501
ENSG00000264104	cg00000289	333270.97685772256
ENSG00000214198	cg00003994	333217.1968365854
ENSG00000234900	cg00001809	333146.08775891416
ENSG00000275265	cg00002490	332472.6089821391
